"Ensembl_nodot"	"ENTREZID"	"Symbol"	"gene_type"	"Chr"	"Start"	"End"	"Strand"
"ENSG00000174792"	"152816"	"C4orf26"	"protein_coding"	"chr4"	76481258	76491095	"+"
"ENSG00000174796"	"152815"	"THAP6"	"protein_coding"	"chr4"	76439156	76475683	"+"
"ENSG00000174799"	"9662"	"CEP135"	"protein_coding"	"chr4"	56815037	56899529	"+"
"ENSG00000174804"	"8322"	"FZD4"	"protein_coding"	"chr11"	86656721	86666433	"-"
"ENSG00000174807"	"57124"	"CD248"	"protein_coding"	"chr11"	66081958	66084515	"-"
"ENSG00000174808"	"685"	"BTC"	"protein_coding"	"chr4"	75669969	75719896	"-"
"ENSG00000174827"	"5174"	"PDZK1"	"protein_coding"	"chr1"	145726918	145764074	"+"
"ENSG00000174837"	"2015"	"EMR1"	"protein_coding"	"chr19"	6887577	6940470	"+"
"ENSG00000174839"	"201627"	"DENND6A"	"protein_coding"	"chr3"	57611184	57678816	"-"
"ENSG00000174840"	"201626"	"PDE12"	"protein_coding"	"chr3"	57542003	57552571	"+"
"ENSG00000174842"	"11146"	"GLMN"	"protein_coding"	"chr1"	92711959	92764544	"-"
"ENSG00000174844"	"201625"	"DNAH12"	"protein_coding"	"chr3"	57327727	57530071	"-"
"ENSG00000174851"	"10897"	"YIF1A"	"protein_coding"	"chr11"	66052051	66056641	"-"
"ENSG00000174871"	"254263"	"CNIH2"	"protein_coding"	"chr11"	66045661	66052772	"+"
"ENSG00000174876"	"277"	"AMY1B"	"protein_coding"	"chr1"	104230037	104239302	"-"
"ENSG00000174885"	"171389"	"NLRP6"	"protein_coding"	"chr11"	278365	285359	"+"
"ENSG00000174886"	"126328"	"NDUFA11"	"protein_coding"	"chr19"	5891287	5904017	"-"
"ENSG00000174891"	"51319"	"RSRC1"	"protein_coding"	"chr3"	157823644	158263519	"+"
"ENSG00000174898"	"257062"	"CATSPERD"	"protein_coding"	"chr19"	5720688	5778745	"+"
"ENSG00000174899"	"152078"	"C3orf55"	"protein_coding"	"chr3"	157261035	157395538	"+"
"ENSG00000174903"	"81876"	"RAB1B"	"protein_coding"	"chr11"	66036004	66044963	"+"
"ENSG00000174914"	"390174"	"OR9G1"	"protein_coding"	"chr11"	56467864	56468781	"+"
"ENSG00000174915"	"81490"	"PTDSS2"	"protein_coding"	"chr11"	448268	491393	"+"
"ENSG00000174917"	"125988"	"C19orf70"	"protein_coding"	"chr19"	5678432	5680907	"-"
"ENSG00000174928"	"285315"	"C3orf33"	"protein_coding"	"chr3"	155480401	155524140	"-"
"ENSG00000174937"	"219482"	"OR5M3"	"protein_coding"	"chr11"	56236964	56238014	"-"
"ENSG00000174938"	"26470"	"SEZ6L2"	"protein_coding"	"chr16"	29882480	29910868	"-"
"ENSG00000174939"	"253982"	"ASPHD1"	"protein_coding"	"chr16"	29911696	29931185	"+"
"ENSG00000174942"	"219479"	"OR5R1"	"protein_coding"	"chr11"	56184734	56185708	"-"
"ENSG00000174943"	"253980"	"KCTD13"	"protein_coding"	"chr16"	29916333	29938356	"-"
"ENSG00000174944"	"9934"	"P2RY14"	"protein_coding"	"chr3"	150929905	150996255	"-"
"ENSG00000174945"	"155185"	"AMZ1"	"protein_coding"	"chr7"	2719156	2815134	"+"
"ENSG00000174946"	"29909"	"GPR171"	"protein_coding"	"chr3"	150915619	150920988	"-"
"ENSG00000174948"	"344758"	"GPR149"	"protein_coding"	"chr3"	154055461	154147504	"-"
"ENSG00000174950"	"388611"	"CD164L2"	"protein_coding"	"chr1"	27705666	27709870	"-"
"ENSG00000174951"	"2523"	"FUT1"	"protein_coding"	"chr19"	49251268	49258647	"-"
"ENSG00000174953"	"170506"	"DHX36"	"protein_coding"	"chr3"	153990335	154042286	"-"
"ENSG00000174957"	"282775"	"OR5J2"	"protein_coding"	"chr11"	55944094	55945032	"+"
"ENSG00000174963"	"84107"	"ZIC4"	"protein_coding"	"chr3"	147103833	147124647	"-"
"ENSG00000174970"	"282770"	"OR10AG1"	"protein_coding"	"chr11"	55734975	55735990	"-"
"ENSG00000174982"	"219431"	"OR4S2"	"protein_coding"	"chr11"	55418380	55419315	"+"
"ENSG00000174989"	"26259"	"FBXW8"	"protein_coding"	"chr12"	117348761	117468953	"+"
"ENSG00000174990"	"763"	"CA5A"	"protein_coding"	"chr16"	87921625	87970135	"-"
"ENSG00000174992"	"653808"	"ZG16"	"protein_coding"	"chr16"	29789561	29793096	"+"
"ENSG00000174996"	"64837"	"KLC2"	"protein_coding"	"chr11"	66024765	66035331	"+"
"ENSG00000175003"	"6580"	"SLC22A1"	"protein_coding"	"chr6"	160542821	160579750	"+"
"ENSG00000175018"	"387718"	"TEX36"	"protein_coding"	"chr10"	127265091	127371713	"-"
"ENSG00000175029"	"1488"	"CTBP2"	"protein_coding"	"chr10"	126676421	126849739	"-"
"ENSG00000175040"	"9435"	"CHST2"	"protein_coding"	"chr3"	142838173	142841800	"+"
"ENSG00000175048"	"79683"	"ZDHHC14"	"protein_coding"	"chr6"	157802165	158099178	"+"
"ENSG00000175054"	"545"	"ATR"	"protein_coding"	"chr3"	142168077	142297668	"-"
"ENSG00000175061"	"125144"	"C17orf76-AS1"	"processed_transcript"	"chr17"	16342136	16381992	"+"
"ENSG00000175063"	"11065"	"UBE2C"	"protein_coding"	"chr20"	44441215	44445596	"+"
"ENSG00000175065"	"147409"	"DSG4"	"protein_coding"	"chr18"	28956740	28994875	"+"
"ENSG00000175066"	"256356"	"GK5"	"protein_coding"	"chr3"	141882414	141944449	"-"
"ENSG00000175073"	"80124"	"VCPIP1"	"protein_coding"	"chr8"	67540722	67579452	"-"
"ENSG00000175077"	"132112"	"RTP1"	"protein_coding"	"chr3"	186915274	186919253	"+"
"ENSG00000175084"	"1674"	"DES"	"protein_coding"	"chr2"	220283099	220291461	"+"
"ENSG00000175087"	"149420"	"PDIK1L"	"protein_coding"	"chr1"	26437664	26452034	"+"
"ENSG00000175093"	"92369"	"SPSB4"	"protein_coding"	"chr3"	140770244	140867453	"+"
"ENSG00000175097"	"5897"	"RAG2"	"protein_coding"	"chr11"	36597124	36619829	"-"
"ENSG00000175104"	"7189"	"TRAF6"	"protein_coding"	"chr11"	36508577	36531822	"-"
"ENSG00000175105"	"55279"	"ZNF654"	"protein_coding"	"chr3"	88188254	88193815	"+"
"ENSG00000175106"	"201158"	"TVP23C"	"protein_coding"	"chr17"	15341205	15466909	"-"
"ENSG00000175110"	"56945"	"MRPS22"	"protein_coding"	"chr3"	138724648	139076065	"+"
"ENSG00000175115"	"55690"	"PACS1"	"protein_coding"	"chr11"	65837834	66012218	"+"
"ENSG00000175121"	"149708"	"WFDC5"	"protein_coding"	"chr20"	43738093	43743813	"-"
"ENSG00000175130"	"65108"	"MARCKSL1"	"protein_coding"	"chr1"	32799433	32801980	"-"
"ENSG00000175137"	"80851"	"SH3BP5L"	"protein_coding"	"chr1"	249104648	249120832	"-"
"ENSG00000175143"	"26696"	"OR2T1"	"protein_coding"	"chr1"	248569296	248570405	"+"
"ENSG00000175147"	"200197"	"TMEM51-AS1"	"processed_transcript"	"chr1"	15442448	15478960	"-"
"ENSG00000175155"	"388403"	"YPEL2"	"protein_coding"	"chr17"	57409050	57479090	"+"
"ENSG00000175161"	"253559"	"CADM2"	"protein_coding"	"chr3"	85008132	86123579	"+"
"ENSG00000175164"	"28"	"ABO"	"processed_transcript"	"chr9"	136125788	136150617	"-"
"ENSG00000175166"	"5708"	"PSMD2"	"protein_coding"	"chr3"	184016497	184026842	"+"
"ENSG00000175170"	"728882"	"FAM182B"	"protein_coding"	"chr20"	25744102	25848861	"-"
"ENSG00000175175"	"22843"	"PPM1E"	"protein_coding"	"chr17"	56833230	57058983	"+"
"ENSG00000175182"	"131408"	"FAM131A"	"protein_coding"	"chr3"	184053714	184064063	"+"
"ENSG00000175183"	"1466"	"CSRP2"	"protein_coding"	"chr12"	77252495	77272840	"-"
"ENSG00000175189"	"3626"	"INHBC"	"protein_coding"	"chr12"	57828543	57844611	"+"
"ENSG00000175193"	"55486"	"PARL"	"protein_coding"	"chr3"	183547173	183602721	"-"
"ENSG00000175197"	"1649"	"DDIT3"	"protein_coding"	"chr12"	57910371	57914300	"-"
"ENSG00000175198"	"5095"	"PCCA"	"protein_coding"	"chr13"	100741269	101182686	"+"
"ENSG00000175202"	"123346"	"HIGD2B"	"protein_coding"	"chr15"	72968124	72978490	"-"
"ENSG00000175203"	"10540"	"DCTN2"	"protein_coding"	"chr12"	57923885	57941114	"-"
"ENSG00000175206"	"4878"	"NPPA"	"protein_coding"	"chr1"	11905766	11908402	"-"
"ENSG00000175213"	"79797"	"ZNF408"	"protein_coding"	"chr11"	46722368	46727462	"+"
"ENSG00000175215"	"10106"	"CTDSP2"	"protein_coding"	"chr12"	58213710	58240522	"-"
"ENSG00000175216"	"9793"	"CKAP5"	"protein_coding"	"chr11"	46764598	46867847	"-"
"ENSG00000175220"	"392"	"ARHGAP1"	"protein_coding"	"chr11"	46698630	46722165	"-"
"ENSG00000175221"	"10025"	"MED16"	"protein_coding"	"chr19"	867962	893218	"-"
"ENSG00000175224"	"9776"	"ATG13"	"protein_coding"	"chr11"	46638826	46696368	"+"
"ENSG00000175229"	"89792"	"GAL3ST3"	"protein_coding"	"chr11"	65809423	65816651	"-"
"ENSG00000175262"	"148345"	"C1orf127"	"protein_coding"	"chr1"	11006528	11042094	"-"
"ENSG00000175264"	"8534"	"CHST1"	"protein_coding"	"chr11"	45670427	45687172	"-"
"ENSG00000175265"	"23015"	"GOLGA8A"	"protein_coding"	"chr15"	34671269	34880704	"-"
"ENSG00000175267"	"146177"	"VWA3A"	"protein_coding"	"chr16"	22103859	22168287	"+"
"ENSG00000175267"	"101930115"	"VWA3A"	"protein_coding"	"chr16"	22103859	22168287	"+"
"ENSG00000175274"	"9537"	"TP53I11"	"protein_coding"	"chr11"	44907454	44972840	"-"
"ENSG00000175279"	"378708"	"APITD1"	"protein_coding"	"chr1"	10490159	10512210	"+"
"ENSG00000175279"	"100526739"	"APITD1"	"protein_coding"	"chr1"	10490159	10512210	"+"
"ENSG00000175283"	"22845"	"DOLK"	"protein_coding"	"chr9"	131707809	131709898	"-"
"ENSG00000175287"	"254295"	"PHYHD1"	"protein_coding"	"chr9"	131683174	131704320	"+"
"ENSG00000175294"	"117144"	"CATSPER1"	"protein_coding"	"chr11"	65784223	65793988	"-"
"ENSG00000175305"	"9134"	"CCNE2"	"protein_coding"	"chr8"	95891998	95908906	"-"
"ENSG00000175309"	"85007"	"PHYKPL"	"protein_coding"	"chr5"	177635498	177659792	"-"
"ENSG00000175311"	"257629"	"ANKS4B"	"protein_coding"	"chr16"	21244986	21263750	"+"
"ENSG00000175315"	"1474"	"CST6"	"protein_coding"	"chr11"	65779312	65780976	"+"
"ENSG00000175318"	"196996"	"GRAMD2"	"protein_coding"	"chr15"	72452148	72490126	"-"
"ENSG00000175322"	"162655"	"ZNF519"	"protein_coding"	"chr18"	14057456	14132489	"-"
"ENSG00000175324"	"27257"	"LSM1"	"protein_coding"	"chr8"	38020839	38034248	"-"
"ENSG00000175325"	"5626"	"PROP1"	"protein_coding"	"chr5"	177419236	177423243	"-"
"ENSG00000175329"	"91464"	"ISX"	"protein_coding"	"chr22"	35462129	35483380	"+"
"ENSG00000175334"	"8815"	"BANF1"	"protein_coding"	"chr11"	65769550	65771620	"+"
"ENSG00000175336"	"319"	"APOF"	"protein_coding"	"chr12"	56754353	56756607	"-"
"ENSG00000175344"	"1139"	"CHRNA7"	"protein_coding"	"chr15"	32322691	32464722	"+"
"ENSG00000175348"	"56674"	"TMEM9B"	"protein_coding"	"chr11"	8968841	8986558	"-"
"ENSG00000175352"	"56675"	"NRIP3"	"protein_coding"	"chr11"	9002123	9025596	"-"
"ENSG00000175354"	"5771"	"PTPN2"	"protein_coding"	"chr18"	12785477	12929642	"-"
"ENSG00000175356"	"57758"	"SCUBE2"	"protein_coding"	"chr11"	9041071	9159661	"-"
"ENSG00000175376"	"84285"	"EIF1AD"	"protein_coding"	"chr11"	65764016	65769647	"-"
"ENSG00000175387"	"4087"	"SMAD2"	"protein_coding"	"chr18"	45357922	45457515	"-"
"ENSG00000175390"	"8665"	"EIF3F"	"protein_coding"	"chr11"	7991798	8023409	"+"
"ENSG00000175393"	"390093"	"OR10A6"	"protein_coding"	"chr11"	7949180	7950209	"-"
"ENSG00000175395"	"219749"	"ZNF25"	"protein_coding"	"chr10"	38238500	38265561	"-"
"ENSG00000175398"	"121130"	"OR10P1"	"protein_coding"	"chr12"	56030644	56031638	"+"
"ENSG00000175414"	"285598"	"ARL10"	"protein_coding"	"chr5"	175792471	175828866	"+"
"ENSG00000175416"	"1212"	"CLTB"	"protein_coding"	"chr5"	175819456	175843570	"-"
"ENSG00000175426"	"5122"	"PCSK1"	"protein_coding"	"chr5"	95726119	95769847	"-"
"ENSG00000175445"	"4023"	"LPL"	"protein_coding"	"chr8"	19759228	19824769	"+"
"ENSG00000175449"	"317671"	"RFESD"	"protein_coding"	"chr5"	94982458	95020477	"+"
"ENSG00000175455"	"64770"	"CCDC14"	"protein_coding"	"chr3"	123616152	123680564	"-"
"ENSG00000175463"	"374403"	"TBC1D10C"	"protein_coding"	"chr11"	67171386	67177560	"+"
"ENSG00000175467"	"9092"	"SART1"	"protein_coding"	"chr11"	65729160	65747299	"+"
"ENSG00000175470"	"55844"	"PPP2R2D"	"protein_coding"	"chr10"	133747955	133773331	"+"
"ENSG00000175471"	"79772"	"MCTP1"	"protein_coding"	"chr5"	94039446	94620279	"-"
"ENSG00000175482"	"57804"	"POLD4"	"protein_coding"	"chr11"	67118248	67124443	"-"
"ENSG00000175485"	"120787"	"OR52W1"	"protein_coding"	"chr11"	6220376	6221489	"+"
"ENSG00000175489"	"126364"	"LRRC25"	"protein_coding"	"chr19"	18501954	18508427	"-"
"ENSG00000175497"	"57628"	"DPP10"	"protein_coding"	"chr2"	115199876	116603328	"+"
"ENSG00000175505"	"23529"	"CLCF1"	"protein_coding"	"chr11"	67131639	67141648	"-"
"ENSG00000175513"	"254187"	"TSGA10IP"	"polymorphic_pseudogene"	"chr11"	65712916	65727434	"+"
"ENSG00000175514"	"390212"	"GPR152"	"protein_coding"	"chr11"	67218772	67220200	"-"
"ENSG00000175518"	"143630"	"UBQLNL"	"protein_coding"	"chr11"	5535623	5537935	"-"
"ENSG00000175520"	"50613"	"UBQLN3"	"protein_coding"	"chr11"	5528530	5531215	"-"
"ENSG00000175535"	"5406"	"PNLIP"	"protein_coding"	"chr10"	118305443	118327367	"+"
"ENSG00000175536"	"387787"	"LIPT2"	"protein_coding"	"chr11"	74202757	74204778	"-"
"ENSG00000175538"	"10008"	"KCNE3"	"protein_coding"	"chr11"	74165886	74178774	"-"
"ENSG00000175544"	"57010"	"CABP4"	"protein_coding"	"chr11"	67219877	67226699	"+"
"ENSG00000175548"	"144245"	"ALG10B"	"protein_coding"	"chr12"	38710380	38717784	"+"
"ENSG00000175550"	"10589"	"DRAP1"	"protein_coding"	"chr11"	65686728	65689032	"+"
"ENSG00000175556"	"79836"	"LONRF3"	"protein_coding"	"chrX"	118108581	118152318	"+"
"ENSG00000175564"	"7352"	"UCP3"	"protein_coding"	"chr11"	73711326	73720480	"-"
"ENSG00000175567"	"7351"	"UCP2"	"protein_coding"	"chr11"	73685712	73694352	"-"
"ENSG00000175573"	"83638"	"C11orf68"	"protein_coding"	"chr11"	65684279	65686588	"-"
"ENSG00000175575"	"80227"	"PAAF1"	"protein_coding"	"chr11"	73587744	73638790	"+"
"ENSG00000175581"	"51642"	"MRPL48"	"protein_coding"	"chr11"	73498361	73576178	"+"
"ENSG00000175582"	"5870"	"RAB6A"	"protein_coding"	"chr11"	73386683	73472182	"-"
"ENSG00000175591"	"5029"	"P2RY2"	"protein_coding"	"chr11"	72929343	72947397	"+"
"ENSG00000175592"	"8061"	"FOSL1"	"protein_coding"	"chr11"	65659520	65668044	"-"
"ENSG00000175595"	"2072"	"ERCC4"	"protein_coding"	"chr16"	14014014	14046202	"+"
"ENSG00000175600"	"79783"	"C7orf10"	"protein_coding"	"chr7"	40174575	40900362	"+"
"ENSG00000175602"	"11007"	"CCDC85B"	"protein_coding"	"chr11"	65657875	65659105	"+"
"ENSG00000175606"	"54968"	"TMEM70"	"protein_coding"	"chr8"	74884672	74895018	"+"
"ENSG00000175611"	"100128782"	"LINC00476"	"processed_transcript"	"chr9"	98521513	98638259	"-"
"ENSG00000175619"	"119765"	"OR4B1"	"protein_coding"	"chr11"	48238344	48239314	"+"
"ENSG00000175634"	"6199"	"RPS6KB2"	"protein_coding"	"chr11"	67195931	67202872	"+"
"ENSG00000175643"	"116028"	"RMI2"	"protein_coding"	"chr16"	11343476	11445619	"+"
"ENSG00000175646"	"5619"	"PRM1"	"protein_coding"	"chr16"	11374693	11375207	"-"
"ENSG00000175662"	"146691"	"TOM1L2"	"protein_coding"	"chr17"	17746828	17875736	"-"
"ENSG00000175664"	"122046"	"TEX26"	"protein_coding"	"chr13"	31506840	31549639	"+"
"ENSG00000175676"	"100132979"	"GOLGA8EP"	"pseudogene"	"chr15"	23435096	23448420	"+"
"ENSG00000175691"	"58492"	"ZNF77"	"protein_coding"	"chr19"	2933216	2944969	"-"
"ENSG00000175697"	"165829"	"GPR156"	"protein_coding"	"chr3"	119883492	120003941	"-"
"ENSG00000175699"	"256369"	"LINC00521"	"processed_transcript"	"chr14"	94463616	94478040	"+"
"ENSG00000175707"	"126695"	"C1orf172"	"protein_coding"	"chr1"	27276053	27286897	"-"
"ENSG00000175711"	"146712"	"B3GNTL1"	"protein_coding"	"chr17"	80900031	81009686	"-"
"ENSG00000175718"	"139804"	"RBMXL3"	"protein_coding"	"chrX"	114423963	114427431	"+"
"ENSG00000175727"	"22877"	"MLXIP"	"protein_coding"	"chr12"	122516628	122631894	"+"
"ENSG00000175745"	"7025"	"NR2F1"	"protein_coding"	"chr5"	92919043	92930321	"+"
"ENSG00000175756"	"54998"	"AURKAIP1"	"protein_coding"	"chr1"	1309110	1310875	"-"
"ENSG00000175764"	"158135"	"TTLL11"	"protein_coding"	"chr9"	124584207	124855885	"-"
"ENSG00000175766"	"253314"	"EIF4E1B"	"protein_coding"	"chr5"	176057683	176073642	"+"
"ENSG00000175768"	"401505"	"TOMM5"	"protein_coding"	"chr9"	37582643	37592639	"-"
"ENSG00000175779"	"400359"	"C15orf53"	"protein_coding"	"chr15"	38988799	38992239	"+"
"ENSG00000175782"	"55508"	"SLC35E3"	"protein_coding"	"chr12"	69139886	69187508	"+"
"ENSG00000175785"	"145270"	"PRIMA1"	"protein_coding"	"chr14"	94184644	94254827	"-"
"ENSG00000175787"	"169841"	"ZNF169"	"protein_coding"	"chr9"	97021593	97063736	"+"
"ENSG00000175792"	"8607"	"RUVBL1"	"protein_coding"	"chr3"	127783621	127872757	"-"
"ENSG00000175793"	"2810"	"SFN"	"protein_coding"	"chr1"	27189633	27190947	"+"
"ENSG00000175806"	"4482"	"MSRA"	"protein_coding"	"chr8"	9911778	10286401	"+"
"ENSG00000175809"	"158506"	"ZNF645"	"protein_coding"	"chrX"	22291065	22292574	"+"
"ENSG00000175820"	"643677"	"CCDC168"	"protein_coding"	"chr13"	103381801	103389159	"-"
"ENSG00000175826"	"23399"	"CTDNEP1"	"protein_coding"	"chr17"	7146910	7155810	"-"
"ENSG00000175832"	"2118"	"ETV4"	"protein_coding"	"chr17"	41605212	41656988	"-"
"ENSG00000175854"	"375757"	"SWI5"	"protein_coding"	"chr9"	131037658	131051269	"+"
"ENSG00000175857"	"202309"	"GAPT"	"protein_coding"	"chr5"	57787262	57792917	"+"
"ENSG00000175866"	"10458"	"BAIAP2"	"protein_coding"	"chr17"	79008948	79091232	"+"
"ENSG00000175868"	"797"	"CALCB"	"protein_coding"	"chr11"	14926543	15103888	"+"
"ENSG00000175874"	"200407"	"CREG2"	"protein_coding"	"chr2"	101962013	102004057	"-"
"ENSG00000175877"	"135886"	"WBSCR28"	"protein_coding"	"chr7"	73275489	73280223	"+"
"ENSG00000175879"	"3234"	"HOXD8"	"protein_coding"	"chr2"	176994422	176997423	"+"
"ENSG00000175893"	"340481"	"ZDHHC21"	"protein_coding"	"chr9"	14611069	14693469	"-"
"ENSG00000175894"	"54084"	"TSPEAR"	"protein_coding"	"chr21"	45917775	46131495	"-"
"ENSG00000175895"	"79666"	"PLEKHF2"	"protein_coding"	"chr8"	96146032	96168912	"+"
"ENSG00000175899"	"2"	"A2M"	"protein_coding"	"chr12"	9220260	9268825	"-"
"ENSG00000175906"	"379"	"ARL4D"	"protein_coding"	"chr17"	41476327	41478505	"+"
"ENSG00000175920"	"285489"	"DOK7"	"protein_coding"	"chr4"	3465033	3503200	"+"
"ENSG00000175928"	"57633"	"LRRN1"	"protein_coding"	"chr3"	3841121	3889387	"+"
"ENSG00000175931"	"63893"	"UBE2O"	"protein_coding"	"chr17"	74385532	74449288	"-"
"ENSG00000175938"	"93129"	"ORAI3"	"protein_coding"	"chr16"	30960387	30967782	"+"
"ENSG00000175946"	"340359"	"KLHL38"	"protein_coding"	"chr8"	124657767	124665190	"-"
"ENSG00000175967"	"285759"	"RP11-544L8__B.4"	"antisense"	"chr6"	114225302	114242806	"+"
"ENSG00000175970"	"84747"	"UNC119B"	"protein_coding"	"chr12"	121148238	121161443	"+"
"ENSG00000175984"	"163259"	"DENND2C"	"protein_coding"	"chr1"	115125469	115213043	"-"
"ENSG00000175985"	"400224"	"PLEKHD1"	"protein_coding"	"chr14"	69951409	69995215	"+"
"ENSG00000176009"	"56676"	"ASCL3"	"protein_coding"	"chr11"	8959119	8964580	"-"
"ENSG00000176014"	"84617"	"TUBB6"	"protein_coding"	"chr18"	12307668	12344319	"+"
"ENSG00000176018"	"116068"	"LYSMD3"	"protein_coding"	"chr5"	89811428	89825401	"-"
"ENSG00000176020"	"386724"	"AMIGO3"	"protein_coding"	"chr3"	49754267	49761349	"-"
"ENSG00000176022"	"126792"	"B3GALT6"	"protein_coding"	"chr1"	1167629	1170421	"+"
"ENSG00000176024"	"79898"	"ZNF613"	"protein_coding"	"chr19"	52430400	52452012	"+"
"ENSG00000176029"	"56673"	"C11orf16"	"protein_coding"	"chr11"	8941623	8954553	"-"
"ENSG00000176040"	"344805"	"TMPRSS7"	"protein_coding"	"chr3"	111753690	111800116	"+"
"ENSG00000176046"	"26471"	"NUPR1"	"protein_coding"	"chr16"	28548606	28550495	"-"
"ENSG00000176049"	"9832"	"JAKMIP2"	"protein_coding"	"chr5"	146967990	147162338	"-"
"ENSG00000176055"	"153364"	"MBLAC2"	"protein_coding"	"chr5"	89754020	89770585	"-"
"ENSG00000176058"	"286262"	"TPRN"	"protein_coding"	"chr9"	140086069	140098645	"-"
"ENSG00000176076"	"23630"	"KCNE1L"	"protein_coding"	"chrX"	108866929	108868393	"-"
"ENSG00000176083"	"257101"	"ZNF683"	"protein_coding"	"chr1"	26688125	26701013	"-"
"ENSG00000176087"	"113829"	"SLC35A4"	"protein_coding"	"chr5"	139944041	139948688	"+"
"ENSG00000176092"	"55057"	"AIM1L"	"protein_coding"	"chr1"	26648350	26680621	"-"
"ENSG00000176095"	"9807"	"IP6K1"	"protein_coding"	"chr3"	49761727	49823975	"-"
"ENSG00000176101"	"8636"	"SSNA1"	"protein_coding"	"chr9"	140083099	140084822	"+"
"ENSG00000176102"	"1479"	"CSTF3"	"protein_coding"	"chr11"	33098734	33183917	"-"
"ENSG00000176105"	"7525"	"YES1"	"protein_coding"	"chr18"	721588	812547	"-"
"ENSG00000176108"	"79643"	"CHMP6"	"protein_coding"	"chr17"	78965398	78983317	"+"
"ENSG00000176124"	"10301"	"DLEU1"	"protein_coding"	"chr13"	50656307	51297372	"+"
"ENSG00000176125"	"402682"	"UFSP1"	"protein_coding"	"chr7"	100486346	100487339	"-"
"ENSG00000176136"	"4161"	"MC5R"	"protein_coding"	"chr18"	13824154	13826861	"+"
"ENSG00000176142"	"55254"	"TMEM39A"	"protein_coding"	"chr3"	119148347	119187677	"-"
"ENSG00000176148"	"55346"	"TCP11L1"	"protein_coding"	"chr11"	33060963	33127489	"+"
"ENSG00000176153"	"2877"	"GPX2"	"protein_coding"	"chr14"	65405870	65409531	"-"
"ENSG00000176155"	"284001"	"CCDC57"	"protein_coding"	"chr17"	80059336	80170706	"-"
"ENSG00000176160"	"124535"	"HSF5"	"protein_coding"	"chr17"	56497528	56565745	"-"
"ENSG00000176165"	"2290"	"FOXG1"	"protein_coding"	"chr14"	29235050	29238870	"+"
"ENSG00000176170"	"8877"	"SPHK1"	"protein_coding"	"chr17"	74372665	74383941	"+"
"ENSG00000176171"	"664"	"BNIP3"	"protein_coding"	"chr10"	133781578	133795435	"-"
"ENSG00000176177"	"150350"	"ENTHD1"	"protein_coding"	"chr22"	40139049	40289868	"-"
"ENSG00000176182"	"339344"	"MYPOP"	"protein_coding"	"chr19"	46393278	46405862	"-"
"ENSG00000176194"	"1149"	"CIDEA"	"protein_coding"	"chr18"	12254318	12277594	"+"
"ENSG00000176198"	"390442"	"OR11H4"	"protein_coding"	"chr14"	20710898	20711979	"+"
"ENSG00000176200"	"219986"	"OR4D11"	"protein_coding"	"chr11"	59271049	59271984	"+"
"ENSG00000176204"	"80059"	"LRRTM4"	"protein_coding"	"chr2"	76974845	77820445	"-"
"ENSG00000176208"	"79915"	"ATAD5"	"protein_coding"	"chr17"	29158988	29222887	"+"
"ENSG00000176209"	"114926"	"SMIM19"	"protein_coding"	"chr8"	42396298	42409603	"+"
"ENSG00000176219"	"122748"	"OR11H6"	"protein_coding"	"chr14"	20691791	20692964	"+"
"ENSG00000176222"	"342908"	"ZNF404"	"protein_coding"	"chr19"	44376515	44405537	"-"
"ENSG00000176225"	"25914"	"RTTN"	"protein_coding"	"chr18"	67671029	67873181	"-"
"ENSG00000176230"	"390436"	"OR4K17"	"protein_coding"	"chr14"	20585566	20586597	"+"
"ENSG00000176231"	"126541"	"OR10H4"	"protein_coding"	"chr19"	16059818	16060768	"+"
"ENSG00000176239"	"390058"	"OR51B6"	"protein_coding"	"chr11"	5372738	5373676	"+"
"ENSG00000176244"	"414149"	"ACBD7"	"protein_coding"	"chr10"	15119522	15130775	"-"
"ENSG00000176246"	"122742"	"OR4L1"	"protein_coding"	"chr14"	20528204	20529142	"+"
"ENSG00000176248"	"29882"	"ANAPC2"	"protein_coding"	"chr9"	140069236	140082989	"-"
"ENSG00000176253"	"390433"	"OR4K13"	"protein_coding"	"chr14"	20502003	20502919	"-"
"ENSG00000176256"	"127540"	"HMGB4"	"protein_coding"	"chr1"	34326076	34330392	"+"
"ENSG00000176261"	"339487"	"ZBTB8OS"	"protein_coding"	"chr1"	33065773	33116504	"-"
"ENSG00000176269"	"441308"	"OR4F21"	"protein_coding"	"chr8"	116049	117043	"-"
"ENSG00000176273"	"159371"	"SLC35G1"	"protein_coding"	"chr10"	95653730	95715819	"+"
"ENSG00000176281"	"79317"	"OR4K5"	"protein_coding"	"chr14"	20388741	20389818	"+"
"ENSG00000176293"	"7694"	"ZNF135"	"protein_coding"	"chr19"	58570607	58597677	"+"
"ENSG00000176294"	"390429"	"OR4N2"	"protein_coding"	"chr14"	20187174	20296531	"+"
"ENSG00000176299"	"441670"	"OR4M1"	"protein_coding"	"chr14"	20248401	20249516	"+"
"ENSG00000176302"	"283150"	"FOXR1"	"protein_coding"	"chr11"	118842417	118852001	"+"
"ENSG00000176340"	"1351"	"COX8A"	"protein_coding"	"chr11"	63742079	63744015	"+"
"ENSG00000176349"	"100127955"	"AC110781.3"	"protein_coding"	"chr7"	1878222	1889567	"+"
"ENSG00000176349"	"100128374"	"AC110781.3"	"protein_coding"	"chr7"	1878222	1889567	"+"
